graph_id,source_node,target_node,label,feature_0,feature_1,feature_2,feature_3
2,16,17,1,0.0,0.0,1.0,0.0
2,16,18,1,0.0,1.0,0.0,0.0
2,17,16,1,0.0,0.0,1.0,0.0
2,18,16,1,0.0,1.0,0.0,0.0
3,0,1,0,1.0,0.0,0.0,0.0
3,0,10,0,1.0,0.0,0.0,0.0
3,1,0,0,1.0,0.0,0.0,0.0
3,1,2,0,1.0,0.0,0.0,0.0
3,1,9,0,0.0,1.0,0.0,0.0
3,2,1,0,1.0,0.0,0.0,0.0
3,2,3,0,1.0,0.0,0.0,0.0
3,2,6,0,0.0,1.0,0.0,0.0
3,3,2,0,1.0,0.0,0.0,0.0
3,3,4,0,1.0,0.0,0.0,0.0
3,4,3,0,1.0,0.0,0.0,0.0
3,4,5,0,0.0,1.0,0.0,0.0
3,4,10,0,1.0,0.0,0.0,0.0
3,5,4,0,0.0,1.0,0.0,0.0
3,6,2,0,0.0,1.0,0.0,0.0
3,6,7,0,0.0,0.0,1.0,0.0
3,6,8,0,0.0,1.0,0.0,0.0
3,7,6,0,0.0,0.0,1.0,0.0
3,8,6,0,0.0,1.0,0.0,0.0
3,9,1,0,0.0,1.0,0.0,0.0
3,10,0,0,1.0,0.0,0.0,0.0
3,10,4,0,1.0,0.0,0.0,0.0
4,0,1,1,1.0,0.0,0.0,0.0
4,0,9,1,1.0,0.0,0.0,0.0
4,1,0,1,1.0,0.0,0.0,0.0
4,1,2,1,1.0,0.0,0.0,0.0
4,2,1,1,1.0,0.0,0.0,0.0
4,2,3,1,1.0,0.0,0.0,0.0
4,2,7,1,1.0,0.0,0.0,0.0
4,3,2,1,1.0,0.0,0.0,0.0
4,3,4,1,1.0,0.0,0.0,0.0
4,3,25,1,0.0,1.0,0.0,0.0
4,4,3,1,1.0,0.0,0.0,0.0
4,4,5,1,1.0,0.0,0.0,0.0
4,5,4,1,1.0,0.0,0.0,0.0
4,5,6,1,1.0,0.0,0.0,0.0
4,5,22,1,0.0,1.0,0.0,0.0
4,6,5,1,1.0,0.0,0.0,0.0
4,6,7,1,1.0,0.0,0.0,0.0
4,6,15,1,1.0,0.0,0.0,0.0
4,7,2,1,1.0,0.0,0.0,0.0
4,7,6,1,1.0,0.0,0.0,0.0
4,7,8,1,1.0,0.0,0.0,0.0
4,8,7,1,1.0,0.0,0.0,0.0
4,8,9,1,1.0,0.0,0.0,0.0
4,8,13,1,1.0,0.0,0.0,0.0
4,9,0,1,1.0,0.0,0.0,0.0
4,9,8,1,1.0,0.0,0.0,0.0
4,9,10,1,1.0,0.0,0.0,0.0
4,10,9,1,1.0,0.0,0.0,0.0
4,10,11,1,1.0,0.0,0.0,0.0
4,10,19,1,0.0,1.0,0.0,0.0
4,11,10,1,1.0,0.0,0.0,0.0
4,11,12,1,1.0,0.0,0.0,0.0
4,12,11,1,1.0,0.0,0.0,0.0
4,12,13,1,1.0,0.0,0.0,0.0
4,12,16,1,0.0,1.0,0.0,0.0
4,13,8,1,1.0,0.0,0.0,0.0
4,13,12,1,1.0,0.0,0.0,0.0
4,13,14,1,1.0,0.0,0.0,0.0
4,14,13,1,1.0,0.0,0.0,0.0
4,14,15,1,1.0,0.0,0.0,0.0
4,15,6,1,1.0,0.0,0.0,0.0
4,15,14,1,1.0,0.0,0.0,0.0
4,16,12,1,0.0,1.0,0.0,0.0
4,16,17,1,0.0,0.0,1.0,0.0
4,16,18,1,0.0,1.0,0.0,0.0
4,17,16,1,0.0,0.0,1.0,0.0
4,18,16,1,0.0,1.0,0.0,0.0
4,19,10,1,0.0,1.0,0.0,0.0
4,19,20,1,0.0,0.0,1.0,0.0
4,19,21,1,0.0,1.0,0.0,0.0
4,20,19,1,0.0,0.0,1.0,0.0
4,21,19,1,0.0,1.0,0.0,0.0
4,22,5,1,0.0,1.0,0.0,0.0
4,22,23,1,0.0,0.0,1.0,0.0
4,22,24,1,0.0,1.0,0.0,0.0
4,23,22,1,0.0,0.0,1.0,0.0
4,24,22,1,0.0,1.0,0.0,0.0
4,25,3,1,0.0,1.0,0.0,0.0
4,25,26,1,0.0,0.0,1.0,0.0
4,25,27,1,0.0,1.0,0.0,0.0
4,26,25,1,0.0,0.0,1.0,0.0
4,27,25,1,0.0,1.0,0.0,0.0
5,0,1,0,0.0,1.0,0.0,0.0
5,1,0,0,0.0,1.0,0.0,0.0
5,1,2,0,1.0,0.0,0.0,0.0
5,1,6,0,1.0,0.0,0.0,0.0
5,2,1,0,1.0,0.0,0.0,0.0
5,2,3,0,1.0,0.0,0.0,0.0
5,3,2,0,1.0,0.0,0.0,0.0
5,3,4,0,1.0,0.0,0.0,0.0
5,3,10,0,0.0,1.0,0.0,0.0
5,4,3,0,1.0,0.0,0.0,0.0
5,4,5,0,1.0,0.0,0.0,0.0
5,5,4,0,1.0,0.0,0.0,0.0
5,5,6,0,1.0,0.0,0.0,0.0
5,6,1,0,1.0,0.0,0.0,0.0
5,6,5,0,1.0,0.0,0.0,0.0
5,6,7,0,0.0,1.0,0.0,0.0
5,7,6,0,0.0,1.0,0.0,0.0
5,7,8,0,0.0,0.0,1.0,0.0
5,7,9,0,0.0,1.0,0.0,0.0
5,8,7,0,0.0,0.0,1.0,0.0
5,9,7,0,0.0,1.0,0.0,0.0
5,10,3,0,0.0,1.0,0.0,0.0
5,10,11,0,1.0,0.0,0.0,0.0
5,10,15,0,1.0,0.0,0.0,0.0
5,11,10,0,1.0,0.0,0.0,0.0
5,11,12,0,1.0,0.0,0.0,0.0
5,12,11,0,1.0,0.0,0.0,0.0
5,12,13,0,1.0,0.0,0.0,0.0
5,13,12,0,1.0,0.0,0.0,0.0
5,13,14,0,1.0,0.0,0.0,0.0
5,14,13,0,1.0,0.0,0.0,0.0
5,14,15,0,1.0,0.0,0.0,0.0
5,15,10,0,1.0,0.0,0.0,0.0
5,15,14,0,1.0,0.0,0.0,0.0
6,0,1,1,0.0,1.0,0.0,0.0
6,0,18,1,0.0,1.0,0.0,0.0
6,1,0,1,0.0,1.0,0.0,0.0
6,1,2,1,1.0,0.0,0.0,0.0
6,1,6,1,1.0,0.0,0.0,0.0
6,2,1,1,1.0,0.0,0.0,0.0
6,2,3,1,1.0,0.0,0.0,0.0
6,2,17,1,0.0,1.0,0.0,0.0
6,3,2,1,1.0,0.0,0.0,0.0
6,3,4,1,1.0,0.0,0.0,0.0
6,4,3,1,1.0,0.0,0.0,0.0
6,4,5,1,1.0,0.0,0.0,0.0
6,5,4,1,1.0,0.0,0.0,0.0
6,5,6,1,1.0,0.0,0.0,0.0
6,5,7,1,0.0,1.0,0.0,0.0
6,6,1,1,1.0,0.0,0.0,0.0
6,6,5,1,1.0,0.0,0.0,0.0
6,7,5,1,0.0,1.0,0.0,0.0
6,7,8,1,0.0,0.0,1.0,0.0
6,7,9,1,0.0,1.0,0.0,0.0
6,8,7,1,0.0,0.0,1.0,0.0
6,9,7,1,0.0,1.0,0.0,0.0
6,10,11,1,0.0,1.0,0.0,0.0
6,11,10,1,0.0,1.0,0.0,0.0
6,11,12,1,0.0,0.0,1.0,0.0
6,11,13,1,0.0,1.0,0.0,0.0
6,12,11,1,0.0,0.0,1.0,0.0
6,13,11,1,0.0,1.0,0.0,0.0
6,13,14,1,0.0,1.0,0.0,0.0
6,14,13,1,0.0,1.0,0.0,0.0
6,14,15,1,1.0,0.0,0.0,0.0
6,14,19,1,1.0,0.0,0.0,0.0
6,15,14,1,1.0,0.0,0.0,0.0
6,15,16,1,1.0,0.0,0.0,0.0
6,16,15,1,1.0,0.0,0.0,0.0
6,16,17,1,1.0,0.0,0.0,0.0
6,17,2,1,0.0,1.0,0.0,0.0
6,17,16,1,1.0,0.0,0.0,0.0
6,17,18,1,1.0,0.0,0.0,0.0
6,18,0,1,0.0,1.0,0.0,0.0
6,18,17,1,1.0,0.0,0.0,0.0
6,18,19,1,1.0,0.0,0.0,0.0
6,19,14,1,1.0,0.0,0.0,0.0
6,19,18,1,1.0,0.0,0.0,0.0
7,0,1,1,1.0,0.0,0.0,0.0
7,0,16,1,1.0,0.0,0.0,0.0
7,1,0,1,1.0,0.0,0.0,0.0
7,1,2,1,1.0,0.0,0.0,0.0
7,2,1,1,1.0,0.0,0.0,0.0
7,2,3,1,1.0,0.0,0.0,0.0
7,2,4,1,0.0,1.0,0.0,0.0
7,3,2,1,1.0,0.0,0.0,0.0
7,3,15,1,1.0,0.0,0.0,0.0
7,4,2,1,0.0,1.0,0.0,0.0
7,4,5,1,0.0,0.0,1.0,0.0
7,4,6,1,0.0,1.0,0.0,0.0
7,5,4,1,0.0,0.0,1.0,0.0
7,6,4,1,0.0,1.0,0.0,0.0
7,7,8,1,0.0,1.0,0.0,0.0
7,8,7,1,0.0,1.0,0.0,0.0
7,8,9,1,1.0,0.0,0.0,0.0
7,8,13,1,1.0,0.0,0.0,0.0
7,9,8,1,1.0,0.0,0.0,0.0
7,9,10,1,1.0,0.0,0.0,0.0
7,10,9,1,1.0,0.0,0.0,0.0
7,10,11,1,1.0,0.0,0.0,0.0
7,11,10,1,1.0,0.0,0.0,0.0
7,11,12,1,1.0,0.0,0.0,0.0
7,11,16,1,0.0,1.0,0.0,0.0
7,12,11,1,1.0,0.0,0.0,0.0
7,12,13,1,1.0,0.0,0.0,0.0
7,12,14,1,0.0,1.0,0.0,0.0
7,13,8,1,1.0,0.0,0.0,0.0
7,13,12,1,1.0,0.0,0.0,0.0
7,14,12,1,0.0,1.0,0.0,0.0
7,14,15,1,0.0,1.0,0.0,0.0
7,15,3,1,1.0,0.0,0.0,0.0
7,15,14,1,0.0,1.0,0.0,0.0
7,15,16,1,1.0,0.0,0.0,0.0
7,16,0,1,1.0,0.0,0.0,0.0
7,16,11,1,0.0,1.0,0.0,0.0
7,16,15,1,1.0,0.0,0.0,0.0
8,0,1,1,1.0,0.0,0.0,0.0
8,0,5,1,1.0,0.0,0.0,0.0
8,1,0,1,1.0,0.0,0.0,0.0
8,1,2,1,1.0,0.0,0.0,0.0
8,2,1,1,1.0,0.0,0.0,0.0
8,2,3,1,1.0,0.0,0.0,0.0
8,3,2,1,1.0,0.0,0.0,0.0
8,3,4,1,1.0,0.0,0.0,0.0
8,3,9,1,1.0,0.0,0.0,0.0
8,4,3,1,1.0,0.0,0.0,0.0
8,4,5,1,1.0,0.0,0.0,0.0
8,4,6,1,1.0,0.0,0.0,0.0
8,5,0,1,1.0,0.0,0.0,0.0
8,5,4,1,1.0,0.0,0.0,0.0
8,6,4,1,1.0,0.0,0.0,0.0
8,6,7,1,1.0,0.0,0.0,0.0
8,7,6,1,1.0,0.0,0.0,0.0
8,7,8,1,1.0,0.0,0.0,0.0
8,7,14,1,0.0,1.0,0.0,0.0
8,8,7,1,1.0,0.0,0.0,0.0
8,8,9,1,1.0,0.0,0.0,0.0
8,8,13,1,1.0,0.0,0.0,0.0
8,9,3,1,1.0,0.0,0.0,0.0
8,9,8,1,1.0,0.0,0.0,0.0
8,9,10,1,1.0,0.0,0.0,0.0
8,10,9,1,1.0,0.0,0.0,0.0
8,10,11,1,1.0,0.0,0.0,0.0
8,11,10,1,1.0,0.0,0.0,0.0
8,11,12,1,1.0,0.0,0.0,0.0
8,12,11,1,1.0,0.0,0.0,0.0
8,12,13,1,1.0,0.0,0.0,0.0
8,13,8,1,1.0,0.0,0.0,0.0
8,13,12,1,1.0,0.0,0.0,0.0
8,14,7,1,0.0,1.0,0.0,0.0
8,14,15,1,0.0,0.0,1.0,0.0
8,14,16,1,0.0,1.0,0.0,0.0
8,15,14,1,0.0,0.0,1.0,0.0
8,16,14,1,0.0,1.0,0.0,0.0
9,0,1,1,1.0,0.0,0.0,0.0
9,0,5,1,1.0,0.0,0.0,0.0
9,0,19,1,1.0,0.0,0.0,0.0
9,1,0,1,1.0,0.0,0.0,0.0
9,1,2,1,1.0,0.0,0.0,0.0
9,1,12,1,1.0,0.0,0.0,0.0
9,2,1,1,1.0,0.0,0.0,0.0
9,2,3,1,1.0,0.0,0.0,0.0
9,3,2,1,1.0,0.0,0.0,0.0
9,3,4,1,1.0,0.0,0.0,0.0
9,4,3,1,1.0,0.0,0.0,0.0
9,4,5,1,1.0,0.0,0.0,0.0
9,4,8,1,0.0,1.0,0.0,0.0
9,5,0,1,1.0,0.0,0.0,0.0
9,5,4,1,1.0,0.0,0.0,0.0
9,5,6,1,1.0,0.0,0.0,0.0
9,6,5,1,1.0,0.0,0.0,0.0
9,6,7,1,1.0,0.0,0.0,0.0
9,7,6,1,1.0,0.0,0.0,0.0
9,7,18,1,1.0,0.0,0.0,0.0
9,8,4,1,0.0,1.0,0.0,0.0
9,9,10,1,0.0,0.0,1.0,0.0
9,9,11,1,0.0,1.0,0.0,0.0
9,9,17,1,0.0,1.0,0.0,0.0
9,10,9,1,0.0,0.0,1.0,0.0
9,11,9,1,0.0,1.0,0.0,0.0
9,12,1,1,1.0,0.0,0.0,0.0
9,12,13,1,1.0,0.0,0.0,0.0
9,13,12,1,1.0,0.0,0.0,0.0
9,13,14,1,1.0,0.0,0.0,0.0
9,14,13,1,1.0,0.0,0.0,0.0
9,14,15,1,1.0,0.0,0.0,0.0
9,14,19,1,1.0,0.0,0.0,0.0
9,15,14,1,1.0,0.0,0.0,0.0
9,15,16,1,1.0,0.0,0.0,0.0
9,16,15,1,1.0,0.0,0.0,0.0
9,16,17,1,1.0,0.0,0.0,0.0
9,17,9,1,0.0,1.0,0.0,0.0
9,17,16,1,1.0,0.0,0.0,0.0
9,17,18,1,1.0,0.0,0.0,0.0
9,18,7,1,1.0,0.0,0.0,0.0
9,18,17,1,1.0,0.0,0.0,0.0
9,18,19,1,1.0,0.0,0.0,0.0
9,19,0,1,1.0,0.0,0.0,0.0
9,19,14,1,1.0,0.0,0.0,0.0
9,19,18,1,1.0,0.0,0.0,0.0
10,0,1,1,1.0,0.0,0.0,0.0
10,0,5,1,1.0,0.0,0.0,0.0
10,1,0,1,1.0,0.0,0.0,0.0
10,1,2,1,1.0,0.0,0.0,0.0
10,2,1,1,1.0,0.0,0.0,0.0
10,2,3,1,1.0,0.0,0.0,0.0
10,3,2,1,1.0,0.0,0.0,0.0
10,3,4,1,1.0,0.0,0.0,0.0
10,3,12,1,0.0,1.0,0.0,0.0
10,4,3,1,1.0,0.0,0.0,0.0
10,4,5,1,1.0,0.0,0.0,0.0
10,4,6,1,0.0,1.0,0.0,0.0
10,5,0,1,1.0,0.0,0.0,0.0
10,5,4,1,1.0,0.0,0.0,0.0
10,6,4,1,0.0,1.0,0.0,0.0
10,6,7,1,1.0,0.0,0.0,0.0
10,6,11,1,1.0,0.0,0.0,0.0
10,7,6,1,1.0,0.0,0.0,0.0
10,7,8,1,1.0,0.0,0.0,0.0
10,8,7,1,1.0,0.0,0.0,0.0
10,8,9,1,1.0,0.0,0.0,0.0
10,9,8,1,1.0,0.0,0.0,0.0
10,9,10,1,1.0,0.0,0.0,0.0
10,9,19,1,0.0,1.0,0.0,0.0
10,10,9,1,1.0,0.0,0.0,0.0
10,10,11,1,1.0,0.0,0.0,0.0
10,10,15,1,1.0,0.0,0.0,0.0
10,11,6,1,1.0,0.0,0.0,0.0
10,11,10,1,1.0,0.0,0.0,0.0
10,11,12,1,1.0,0.0,0.0,0.0
10,12,3,1,0.0,1.0,0.0,0.0
10,12,11,1,1.0,0.0,0.0,0.0
10,12,13,1,1.0,0.0,0.0,0.0
10,13,12,1,1.0,0.0,0.0,0.0
10,13,14,1,1.0,0.0,0.0,0.0
10,14,13,1,1.0,0.0,0.0,0.0
10,14,15,1,1.0,0.0,0.0,0.0
10,14,16,1,0.0,1.0,0.0,0.0
10,15,10,1,1.0,0.0,0.0,0.0
10,15,14,1,1.0,0.0,0.0,0.0
10,16,14,1,0.0,1.0,0.0,0.0
10,16,17,1,0.0,0.0,1.0,0.0
10,16,18,1,0.0,1.0,0.0,0.0
10,17,16,1,0.0,0.0,1.0,0.0
10,18,16,1,0.0,1.0,0.0,0.0
10,19,9,1,0.0,1.0,0.0,0.0
10,19,20,1,0.0,0.0,1.0,0.0
10,19,21,1,0.0,1.0,0.0,0.0
10,20,19,1,0.0,0.0,1.0,0.0
10,21,19,1,0.0,1.0,0.0,0.0
11,0,1,0,0.0,1.0,0.0,0.0
11,1,0,0,0.0,1.0,0.0,0.0
11,1,2,0,0.0,0.0,1.0,0.0
11,1,9,0,0.0,1.0,0.0,0.0
11,2,1,0,0.0,0.0,1.0,0.0
11,2,3,0,0.0,1.0,0.0,0.0
11,2,7,0,0.0,1.0,0.0,0.0
11,3,2,0,0.0,1.0,0.0,0.0
11,3,4,0,0.0,0.0,1.0,0.0
11,4,3,0,0.0,0.0,1.0,0.0
11,4,5,0,0.0,1.0,0.0,0.0
11,4,10,0,0.0,1.0,0.0,0.0
11,5,4,0,0.0,1.0,0.0,0.0
11,5,6,0,0.0,0.0,1.0,0.0
11,6,5,0,0.0,0.0,1.0,0.0
11,6,7,0,0.0,1.0,0.0,0.0
11,7,2,0,0.0,1.0,0.0,0.0
11,7,6,0,0.0,1.0,0.0,0.0
11,7,8,0,0.0,1.0,0.0,0.0
11,8,7,0,0.0,1.0,0.0,0.0
11,8,9,0,0.0,0.0,1.0,0.0
11,9,1,0,0.0,1.0,0.0,0.0
11,9,8,0,0.0,0.0,1.0,0.0
11,10,4,0,0.0,1.0,0.0,0.0
11,10,11,0,0.0,0.0,1.0,0.0
11,10,12,0,0.0,1.0,0.0,0.0
11,11,10,0,0.0,0.0,1.0,0.0
11,12,10,0,0.0,1.0,0.0,0.0
12,0,18,1,0.0,0.0,1.0,0.0
12,1,18,1,0.0,1.0,0.0,0.0
12,2,3,1,1.0,0.0,0.0,0.0
12,2,15,1,1.0,0.0,0.0,0.0
12,3,2,1,1.0,0.0,0.0,0.0
12,3,4,1,1.0,0.0,0.0,0.0
12,4,3,1,1.0,0.0,0.0,0.0
12,4,5,1,1.0,0.0,0.0,0.0
12,4,13,1,1.0,0.0,0.0,0.0
12,5,4,1,1.0,0.0,0.0,0.0
12,5,6,1,1.0,0.0,0.0,0.0
12,6,5,1,1.0,0.0,0.0,0.0
12,6,7,1,1.0,0.0,0.0,0.0
12,7,6,1,1.0,0.0,0.0,0.0
12,7,8,1,1.0,0.0,0.0,0.0
12,7,12,1,1.0,0.0,0.0,0.0
12,8,7,1,1.0,0.0,0.0,0.0
12,8,9,1,1.0,0.0,0.0,0.0
12,9,8,1,1.0,0.0,0.0,0.0
12,9,10,1,1.0,0.0,0.0,0.0
12,10,9,1,1.0,0.0,0.0,0.0
12,10,11,1,1.0,0.0,0.0,0.0
12,10,18,1,0.0,1.0,0.0,0.0
12,11,10,1,1.0,0.0,0.0,0.0
12,11,12,1,1.0,0.0,0.0,0.0
12,11,17,1,1.0,0.0,0.0,0.0
12,12,7,1,1.0,0.0,0.0,0.0
12,12,11,1,1.0,0.0,0.0,0.0
12,12,13,1,1.0,0.0,0.0,0.0
12,13,4,1,1.0,0.0,0.0,0.0
12,13,12,1,1.0,0.0,0.0,0.0
12,13,14,1,1.0,0.0,0.0,0.0
12,14,13,1,1.0,0.0,0.0,0.0
12,14,15,1,1.0,0.0,0.0,0.0
12,14,16,1,1.0,0.0,0.0,0.0
12,15,2,1,1.0,0.0,0.0,0.0
12,15,14,1,1.0,0.0,0.0,0.0
12,16,14,1,1.0,0.0,0.0,0.0
12,16,17,1,1.0,0.0,0.0,0.0
12,17,11,1,1.0,0.0,0.0,0.0
12,17,16,1,1.0,0.0,0.0,0.0
12,18,0,1,0.0,0.0,1.0,0.0
12,18,1,1,0.0,1.0,0.0,0.0
12,18,10,1,0.0,1.0,0.0,0.0
13,0,1,1,1.0,0.0,0.0,0.0
13,0,5,1,1.0,0.0,0.0,0.0
13,1,0,1,1.0,0.0,0.0,0.0
13,1,2,1,1.0,0.0,0.0,0.0
13,2,1,1,1.0,0.0,0.0,0.0
13,2,3,1,1.0,0.0,0.0,0.0
13,3,2,1,1.0,0.0,0.0,0.0
13,3,4,1,1.0,0.0,0.0,0.0
13,3,12,1,0.0,1.0,0.0,0.0
13,4,3,1,1.0,0.0,0.0,0.0
13,4,5,1,1.0,0.0,0.0,0.0
13,4,6,1,0.0,1.0,0.0,0.0
13,5,0,1,1.0,0.0,0.0,0.0
13,5,4,1,1.0,0.0,0.0,0.0
13,6,4,1,0.0,1.0,0.0,0.0
13,6,7,1,1.0,0.0,0.0,0.0
13,6,11,1,1.0,0.0,0.0,0.0
13,7,6,1,1.0,0.0,0.0,0.0
13,7,8,1,1.0,0.0,0.0,0.0
13,8,7,1,1.0,0.0,0.0,0.0
13,8,9,1,1.0,0.0,0.0,0.0
13,9,8,1,1.0,0.0,0.0,0.0
13,9,10,1,1.0,0.0,0.0,0.0
13,9,19,1,0.0,1.0,0.0,0.0
13,10,9,1,1.0,0.0,0.0,0.0
13,10,11,1,1.0,0.0,0.0,0.0
13,10,15,1,1.0,0.0,0.0,0.0
13,11,6,1,1.0,0.0,0.0,0.0
13,11,10,1,1.0,0.0,0.0,0.0
13,11,12,1,1.0,0.0,0.0,0.0
13,12,3,1,0.0,1.0,0.0,0.0
13,12,11,1,1.0,0.0,0.0,0.0
13,12,13,1,1.0,0.0,0.0,0.0
13,13,12,1,1.0,0.0,0.0,0.0
13,13,14,1,1.0,0.0,0.0,0.0
13,14,13,1,1.0,0.0,0.0,0.0
13,14,15,1,1.0,0.0,0.0,0.0
13,15,10,1,1.0,0.0,0.0,0.0
13,15,14,1,1.0,0.0,0.0,0.0
13,15,16,1,0.0,1.0,0.0,0.0
13,16,15,1,0.0,1.0,0.0,0.0
13,16,17,1,0.0,0.0,1.0,0.0
13,16,18,1,0.0,1.0,0.0,0.0
13,17,16,1,0.0,0.0,1.0,0.0
13,18,16,1,0.0,1.0,0.0,0.0
13,19,9,1,0.0,1.0,0.0,0.0
13,19,20,1,0.0,0.0,1.0,0.0
13,19,21,1,0.0,1.0,0.0,0.0
13,20,19,1,0.0,0.0,1.0,0.0
13,21,19,1,0.0,1.0,0.0,0.0
14,0,10,0,0.0,0.0,1.0,0.0
14,1,10,0,0.0,1.0,0.0,0.0
14,2,5,0,0.0,1.0,0.0,0.0
14,3,4,0,1.0,0.0,0.0,0.0
14,3,8,0,1.0,0.0,0.0,0.0
14,4,3,0,1.0,0.0,0.0,0.0
14,4,5,0,1.0,0.0,0.0,0.0
14,5,2,0,0.0,1.0,0.0,0.0
14,5,4,0,1.0,0.0,0.0,0.0
14,5,6,0,1.0,0.0,0.0,0.0
14,6,5,0,1.0,0.0,0.0,0.0
14,6,7,0,1.0,0.0,0.0,0.0
14,6,10,0,0.0,1.0,0.0,0.0
14,7,6,0,1.0,0.0,0.0,0.0
