graph_id,node_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
5,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
5,9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
5,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
5,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
5,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
5,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
5,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
5,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
6,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
6,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
6,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
6,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
6,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
6,7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
6,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
6,9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
6,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
6,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.3333333730697632,0.47140437364578247
6,12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
6,13,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
6,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0
6,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
6,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
6,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
6,18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
6,19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
7,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
7,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
7,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
7,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
7,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
7,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
7,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
7,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.6666666269302368,0.47140464186668396
7,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
7,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
7,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
7,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
7,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
7,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
7,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
7,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
8,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
8,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
8,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
8,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
8,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
8,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
8,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
8,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
8,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
8,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
8,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
8,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
8,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
8,14,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
8,15,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
8,16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
9,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
9,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.8164964914321899
9,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
9,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
9,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
9,10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
9,11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
9,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
9,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
9,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
9,18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
9,19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
10,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
10,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
10,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
10,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
10,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
10,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
10,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
10,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
10,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
10,16,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
10,17,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
10,18,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
10,19,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
10,20,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
10,21,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
11,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.8164964914321899
11,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
11,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
11,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
11,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
11,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
11,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
11,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
11,9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
11,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
11,11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
11,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
12,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
12,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0
12,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
12,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
12,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
12,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
12,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
12,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
12,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
12,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.3333332538604736,0.47140464186668396
12,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
12,18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.6666666269302368,0.9428091645240784
13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
13,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
13,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
13,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
13,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
13,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.6666667461395264,0.47140413522720337
13,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.5,0.5
